Age,EducationNum,MaritalStatus,Occupation,Relationship,Race,Gender,Hours/Week,Country,Income
45,10,Divorced,Prof-specialty,Unmarried,White,Female,20,United-States,<=50K
22,9,Never-married,Adm-clerical,Unmarried,White,Female,40,Mexico,<=50K
38,13,Never-married,Machine-op-inspct,Not-in-family,White,Female,8,United-States,<=50K
37,11,Divorced,Prof-specialty,Not-in-family,White,Female,40,United-States,<=50K
23,13,Never-married,Farming-fishing,Not-in-family,White,Male,40,United-States,<=50K
59,4,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,<=50K
48,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,United-States,>50K
53,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,United-States,>50K
18,9,Never-married,Adm-clerical,Own-child,White,Male,25,United-States,<=50K
30,13,Never-married,Sales,Not-in-family,White,Female,40,Mexico,<=50K
50,10,Married-civ-spouse,Sales,Husband,White,Male,45,United-States,>50K
63,7,Married-civ-spouse,?,Husband,White,Male,40,United-States,<=50K
38,9,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,<=50K
48,5,Divorced,Sales,Not-in-family,White,Female,40,United-States,<=50K
60,9,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,<=50K
46,9,Separated,Handlers-cleaners,Unmarried,White,Female,50,Peru,<=50K
30,9,Never-married,?,Own-child,White,Male,30,United-States,<=50K
39,13,Married-civ-spouse,Sales,Husband,White,Male,60,United-States,>50K
55,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,United-States,>50K
17,7,Never-married,Sales,Own-child,White,Male,15,United-States,<=50K
46,13,Married-civ-spouse,Sales,Husband,White,Male,55,United-States,>50K
50,9,Divorced,Sales,Unmarried,White,Female,65,United-States,<=50K
32,13,Never-married,Protective-serv,Not-in-family,Black,Male,30,United-States,<=50K
18,9,Never-married,Other-service,Own-child,White,Female,40,United-States,<=50K
34,9,Separated,Other-service,Not-in-family,Black,Male,40,United-States,<=50K
50,13,Divorced,Prof-specialty,Not-in-family,White,Male,45,United-States,>50K
32,7,Married-civ-spouse,Exec-managerial,Husband,White,Male,55,United-States,<=50K
23,13,Never-married,Prof-specialty,Not-in-family,Black,Female,40,United-States,<=50K
26,13,Never-married,Prof-specialty,Not-in-family,White,Male,50,United-States,<=50K
46,12,Divorced,Prof-specialty,Not-in-family,White,Female,50,United-States,<=50K
43,10,Married-civ-spouse,Sales,Husband,White,Male,55,United-States,<=50K
32,9,Married-civ-spouse,Transport-moving,Husband,White,Male,60,United-States,>50K
37,12,Divorced,Prof-specialty,Unmarried,White,Female,38,United-States,<=50K
48,10,Married-civ-spouse,Transport-moving,Husband,White,Male,45,United-States,>50K
28,13,Never-married,Adm-clerical,Not-in-family,White,Male,40,United-States,<=50K
43,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,United-States,<=50K
51,6,Widowed,Other-service,Not-in-family,White,Female,24,United-States,<=50K
30,9,Never-married,Machine-op-inspct,Not-in-family,White,Male,50,Dominican-Republic,<=50K
34,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,50,United-States,>50K
34,9,Married-civ-spouse,Craft-repair,Other-relative,Amer-Indian-Eskimo,Male,40,United-States,<=50K
41,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,60,United-States,>50K
53,6,Divorced,Adm-clerical,Unmarried,White,Female,48,United-States,<=50K
42,1,Married-civ-spouse,Craft-repair,Husband,White,Male,40,Nicaragua,<=50K
18,9,Never-married,Other-service,Own-child,White,Female,30,United-States,<=50K
81,13,Widowed,Sales,Not-in-family,White,Male,50,United-States,>50K
40,11,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,United-States,<=50K
26,13,Never-married,Tech-support,Own-child,White,Female,35,United-States,<=50K
20,10,Never-married,Tech-support,Own-child,White,Female,15,United-States,<=50K
41,9,Never-married,Sales,Not-in-family,White,Female,50,United-States,<=50K
49,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,45,United-States,>50K
22,10,Never-married,Other-service,Not-in-family,White,Female,20,United-States,<=50K
46,13,Divorced,Prof-specialty,Not-in-family,White,Male,45,United-States,>50K
56,10,Divorced,Exec-managerial,Not-in-family,White,Female,40,United-States,<=50K
35,9,Married-civ-spouse,Exec-managerial,Wife,White,Female,40,United-States,>50K
34,13,Separated,Exec-managerial,Not-in-family,White,Female,35,United-States,<=50K
29,14,Married-civ-spouse,Prof-specialty,Wife,White,Female,40,United-States,>50K
28,8,Married-civ-spouse,Prof-specialty,Husband,White,Male,45,?,<=50K
35,13,Never-married,Other-service,Not-in-family,White,Male,37,United-States,<=50K
29,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States,<=50K
21,10,Never-married,Adm-clerical,Not-in-family,White,Female,30,Columbia,<=50K
52,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,95,United-States,>50K
45,9,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,<=50K
43,9,Married-civ-spouse,Craft-repair,Husband,Black,Male,40,United-States,<=50K
35,9,Married-civ-spouse,?,Other-relative,White,Female,25,United-States,<=50K
21,10,Never-married,?,Own-child,White,Male,20,United-States,<=50K
35,6,Never-married,Other-service,Own-child,White,Male,40,United-States,<=50K
30,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,40,United-States,<=50K
45,9,Never-married,Machine-op-inspct,Unmarried,White,Female,40,Canada,<=50K
29,10,Never-married,Other-service,Other-relative,White,Female,20,United-States,<=50K
29,6,Never-married,Other-service,Own-child,Black,Female,40,United-States,<=50K
33,13,Never-married,Exec-managerial,Not-in-family,White,Female,40,United-States,<=50K
17,6,Never-married,Other-service,Own-child,Black,Male,15,United-States,<=50K
52,9,Divorced,Sales,Unmarried,White,Female,25,United-States,<=50K
24,10,Separated,Adm-clerical,Unmarried,White,Female,35,United-States,<=50K
32,9,Married-civ-spouse,Transport-moving,Husband,White,Male,40,United-States,>50K
40,13,Never-married,Exec-managerial,Not-in-family,White,Female,48,United-States,<=50K
32,9,Separated,Exec-managerial,Not-in-family,White,Male,40,?,<=50K
33,13,Never-married,Sales,Not-in-family,White,Female,40,United-States,<=50K
30,4,Never-married,Craft-repair,Not-in-family,White,Male,38,United-States,<=50K
28,9,Never-married,Adm-clerical,Not-in-family,White,Male,40,United-States,<=50K
62,12,Married-civ-spouse,Farming-fishing,Husband,White,Male,50,United-States,<=50K
46,13,Married-civ-spouse,Protective-serv,Husband,White,Male,40,United-States,>50K
32,11,Never-married,Tech-support,Not-in-family,White,Female,64,United-States,<=50K
26,9,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,>50K
41,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,United-States,>50K
57,10,Married-civ-spouse,Adm-clerical,Husband,White,Male,40,United-States,>50K
52,10,Married-civ-spouse,Sales,Husband,White,Male,45,United-States,>50K
35,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,United-States,>50K
19,9,Never-married,Handlers-cleaners,Own-child,White,Male,16,United-States,<=50K
49,13,Never-married,Exec-managerial,Not-in-family,White,Male,45,United-States,>50K
47,11,Married-civ-spouse,Craft-repair,Husband,White,Male,60,?,>50K
38,7,Married-civ-spouse,Adm-clerical,Wife,White,Female,32,United-States,<=50K
30,9,Never-married,Machine-op-inspct,Own-child,White,Male,40,United-States,<=50K
32,7,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,40,Columbia,<=50K
32,9,Married-civ-spouse,Exec-managerial,Wife,White,Female,50,United-States,>50K
46,11,Never-married,Exec-managerial,Own-child,White,Female,40,United-States,<=50K
22,9,Never-married,Farming-fishing,Not-in-family,White,Male,50,United-States,<=50K
47,10,Married-civ-spouse,Protective-serv,Husband,White,Male,50,United-States,<=50K
57,10,Married-civ-spouse,Sales,Wife,White,Female,25,United-States,>50K
47,10,Divorced,Adm-clerical,Unmarried,Black,Female,40,United-States,<=50K
41,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,56,United-States,>50K
36,9,Married-civ-spouse,Transport-moving,Husband,White,Male,40,United-States,<=50K
32,13,Married-civ-spouse,Farming-fishing,Husband,White,Male,60,United-States,<=50K
37,7,Married-spouse-absent,Other-service,Other-relative,White,Male,40,El-Salvador,<=50K
36,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,45,United-States,<=50K
64,9,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,<=50K
17,6,Never-married,Other-service,Own-child,White,Male,15,United-States,<=50K
23,10,Never-married,Adm-clerical,Own-child,White,Female,15,United-States,<=50K
40,10,Divorced,Adm-clerical,Unmarried,White,Female,40,United-States,<=50K
42,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,United-States,>50K
37,9,Married-civ-spouse,Other-service,Husband,White,Male,42,United-States,<=50K
35,10,Never-married,Handlers-cleaners,Unmarried,White,Female,40,United-States,<=50K
56,9,Divorced,Other-service,Not-in-family,White,Male,50,United-States,<=50K
52,13,Married-civ-spouse,Craft-repair,Husband,Asian-Pac-Islander,Male,40,United-States,<=50K
37,13,Married-civ-spouse,Tech-support,Husband,White,Male,45,United-States,>50K
48,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,65,United-States,>50K
24,9,Divorced,Other-service,Own-child,White,Female,40,Japan,<=50K
33,11,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,<=50K
39,11,Married-civ-spouse,Tech-support,Husband,Asian-Pac-Islander,Male,40,Philippines,<=50K
34,9,Divorced,Adm-clerical,Not-in-family,Black,Male,42,United-States,<=50K
24,13,Divorced,?,Not-in-family,White,Female,40,United-States,<=50K
23,10,Never-married,Exec-managerial,Own-child,Other,Male,24,Peru,<=50K
49,9,Married-civ-spouse,Sales,Husband,White,Male,65,United-States,>50K
18,9,Never-married,Other-service,Not-in-family,White,Male,25,United-States,<=50K
20,8,Never-married,Machine-op-inspct,Own-child,White,Male,40,United-States,<=50K
54,14,Married-civ-spouse,Sales,Husband,White,Male,55,United-States,>50K
19,10,Never-married,Adm-clerical,Own-child,White,Male,40,United-States,<=50K
53,9,Married-civ-spouse,Craft-repair,Husband,White,Male,46,United-States,>50K
34,8,Separated,?,Unmarried,Black,Female,40,United-States,<=50K
28,9,Never-married,Craft-repair,Own-child,White,Male,40,United-States,<=50K
35,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,United-States,<=50K
20,10,Never-married,Sales,Not-in-family,White,Female,20,United-States,<=50K
31,10,Divorced,Adm-clerical,Not-in-family,White,Female,50,United-States,<=50K
37,16,Separated,Prof-specialty,Unmarried,White,Female,40,United-States,<=50K
64,8,Married-civ-spouse,Craft-repair,Husband,White,Male,40,Columbia,<=50K
42,10,Married-civ-spouse,Tech-support,Husband,White,Male,40,United-States,>50K
27,10,Divorced,Sales,Not-in-family,White,Male,50,United-States,<=50K
36,10,Never-married,Other-service,Unmarried,White,Female,50,United-States,<=50K
36,10,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,>50K
23,9,Never-married,Handlers-cleaners,Own-child,Black,Male,40,United-States,<=50K
46,9,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,<=50K
24,7,Never-married,Craft-repair,Not-in-family,Black,Male,35,Jamaica,<=50K
22,9,Never-married,Adm-clerical,Own-child,White,Female,40,United-States,<=50K
62,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States,>50K
19,9,Never-married,Other-service,Own-child,White,Male,40,Puerto-Rico,<=50K
20,9,Never-married,Other-service,Own-child,White,Male,30,United-States,<=50K
47,14,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male,40,?,>50K
57,9,Never-married,Adm-clerical,Own-child,White,Female,40,United-States,<=50K
19,9,Never-married,Machine-op-inspct,Own-child,White,Male,35,United-States,<=50K
37,14,Married-civ-spouse,Prof-specialty,Wife,White,Female,45,United-States,>50K
35,9,Married-civ-spouse,Sales,Husband,White,Male,65,United-States,>50K
17,8,Never-married,Sales,Own-child,White,Female,20,United-States,<=50K
36,10,Divorced,Adm-clerical,Unmarried,White,Female,35,United-States,<=50K
50,10,Married-civ-spouse,Transport-moving,Husband,White,Male,40,United-States,>50K
35,9,Married-civ-spouse,Prof-specialty,Wife,White,Female,35,United-States,<=50K
27,16,Never-married,Prof-specialty,Not-in-family,White,Male,77,United-States,<=50K
28,9,Married-civ-spouse,Craft-repair,Husband,White,Male,30,United-States,<=50K
29,15,Divorced,Prof-specialty,Not-in-family,White,Male,60,United-States,>50K
25,9,Separated,Craft-repair,Not-in-family,Black,Male,40,United-States,<=50K
47,12,Widowed,Exec-managerial,Not-in-family,White,Female,67,United-States,<=50K
29,14,Married-civ-spouse,Prof-specialty,Wife,White,Female,45,United-States,>50K
19,9,Never-married,Adm-clerical,Not-in-family,White,Female,40,United-States,<=50K
49,10,Married-civ-spouse,Transport-moving,Husband,White,Male,40,United-States,<=50K
31,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,25,United-States,>50K
43,12,Married-civ-spouse,Prof-specialty,Wife,Black,Female,40,United-States,<=50K
56,7,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,<=50K
42,9,Divorced,Craft-repair,Unmarried,White,Female,40,United-States,<=50K
45,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,56,United-States,>50K
40,13,Widowed,Exec-managerial,Unmarried,White,Female,40,United-States,<=50K
44,10,Divorced,Adm-clerical,Unmarried,White,Female,38,United-States,<=50K
17,6,Never-married,?,Own-child,White,Female,20,United-States,<=50K
36,9,Divorced,Adm-clerical,Unmarried,White,Female,40,United-States,<=50K
19,10,Never-married,Sales,Own-child,White,Female,20,United-States,<=50K
53,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,40,United-States,>50K
72,10,Married-civ-spouse,Craft-repair,Husband,White,Male,35,United-States,<=50K
46,11,Married-civ-spouse,Transport-moving,Husband,Amer-Indian-Eskimo,Male,60,United-States,<=50K
33,10,Separated,Prof-specialty,Unmarried,White,Female,37,United-States,<=50K
22,5,Never-married,Handlers-cleaners,Own-child,Asian-Pac-Islander,Male,40,Philippines,<=50K
17,7,Never-married,?,Other-relative,White,Female,25,United-States,<=50K
41,9,Married-civ-spouse,Tech-support,Husband,White,Male,45,?,>50K
46,5,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,43,United-States,<=50K
33,9,Never-married,Sales,Own-child,White,Female,20,United-States,<=50K
32,1,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,Mexico,<=50K
52,9,Divorced,Craft-repair,Not-in-family,White,Male,40,United-States,<=50K
27,9,Never-married,Adm-clerical,Own-child,White,Female,40,United-States,<=50K
48,9,Married-civ-spouse,Protective-serv,Husband,White,Male,72,United-States,>50K
22,10,Never-married,Adm-clerical,Not-in-family,White,Female,35,United-States,<=50K
25,9,Divorced,Other-service,Not-in-family,White,Male,50,United-States,<=50K
60,9,Married-civ-spouse,?,Husband,White,Male,42,United-States,<=50K
38,11,Married-civ-spouse,Sales,Husband,White,Male,40,United-States,<=50K
37,9,Married-civ-spouse,Transport-moving,Husband,White,Male,50,United-States,<=50K
49,10,Divorced,Adm-clerical,Unmarried,White,Female,40,United-States,<=50K
40,13,Married-civ-spouse,Craft-repair,Husband,White,Male,30,United-States,<=50K
48,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,46,United-States,>50K
31,10,Never-married,Adm-clerical,Unmarried,Black,Female,40,United-States,<=50K
40,9,Married-civ-spouse,Other-service,Husband,White,Male,45,United-States,<=50K
25,9,Divorced,Sales,Unmarried,White,Female,37,United-States,<=50K
68,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,45,United-States,>50K
18,9,Never-married,?,Own-child,Black,Female,20,United-States,<=50K
19,8,Never-married,Farming-fishing,Own-child,White,Female,30,United-States,<=50K
35,9,Never-married,Transport-moving,Not-in-family,White,Male,60,United-States,<=50K
28,9,Divorced,Adm-clerical,Unmarried,White,Female,50,United-States,<=50K
53,9,Divorced,Sales,Not-in-family,White,Female,40,United-States,<=50K
33,10,Married-civ-spouse,Transport-moving,Husband,White,Male,41,United-States,<=50K
20,9,Never-married,Handlers-cleaners,Own-child,White,Male,40,United-States,<=50K
45,13,Never-married,Sales,Not-in-family,White,Female,35,United-States,<=50K
36,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,United-States,>50K
34,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,45,United-States,<=50K
32,10,Never-married,Adm-clerical,Own-child,White,Female,40,United-States,<=50K
19,10,Never-married,Transport-moving,Own-child,White,Male,25,United-States,<=50K
24,9,Never-married,Adm-clerical,Own-child,White,Female,40,United-States,<=50K
34,10,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,United-States,>50K
32,9,Never-married,Adm-clerical,Other-relative,White,Female,35,United-States,<=50K
37,9,Married-civ-spouse,Craft-repair,Husband,White,Male,45,United-States,>50K
31,10,Separated,Sales,Unmarried,White,Female,40,Mexico,<=50K
21,10,Never-married,Other-service,Own-child,White,Female,35,United-States,<=50K
47,9,Married-civ-spouse,Transport-moving,Husband,White,Male,85,United-States,>50K
23,10,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,<=50K
33,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States,>50K
60,13,Married-civ-spouse,?,Husband,Asian-Pac-Islander,Male,25,South,<=50K
17,9,Never-married,Adm-clerical,Own-child,White,Male,20,United-States,<=50K
67,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,24,United-States,<=50K
